seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width,g1_mean,g2_mean,delta,Smith_H9_KSR,Lister_H9_E8,Lister_MEL1_E8,HESO7,HESO8,Ecker_H9,Ecker_H1,RL1751_1771,RL417,RL418,RL703,blacklist,significant,class,direction,loci
chr3,52553095,52553433,339,*,23,5.29728132300783,-0.688592012854131,-8.69406504264664,0.00533633311655212,0.233189056650203,4514331,4514353,23,0.556,0.288,0.268,0.609375,0.395918367346939,0.27027027027027,0.793650793650794,0.567741935483871,0.792746113989637,0.464285714285714,0.192982456140351,0.323529411764706,0.252941176470588,0.382716049382716,FALSE,TRUE,Memory_hypomethylation,Hypo,chr3:52553095-52553433
chr2,130694046,130694401,356,*,9,1.86517035060602,-0.937490174220807,-8.68806335657331,0.00537148682614733,0.233189056650203,3172966,3172974,9,0.655,0.26,0.395,0.553398058252427,0.490974729241877,0.753086419753086,0.827777777777778,0.8,0.383561643835616,0.778481012658228,0.314009661835749,0.284263959390863,0.209944751381215,0.231884057971014,FALSE,TRUE,Memory_hypomethylation,Hypo,chr2:130694046-130694401
chr18,14827577,14828806,1230,*,9,1.88650244630641,0.694430640140763,8.68660058874907,0.00537851756806637,0.233189056650203,21427425,21427433,9,0.567,0.852,-0.285,0.526315789473684,0.593283582089552,0.642622950819672,0.518987341772152,0.672955974842767,0.434782608695652,0.581632653061224,0.924242424242424,0.83695652173913,0.731843575418994,0.914163090128755,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr18:14827577-14828806
chr22,34551166,34552414,1249,*,13,3.03008278087097,-0.763117378579002,-8.68573898262992,0.00538203293902589,0.233189056650203,24112954,24112966,13,0.767,0.5,0.267,0.697986577181208,0.737891737891738,0.927953890489914,0.767241379310345,0.75,0.794701986754967,0.691943127962085,0.467005076142132,0.541832669322709,0.424083769633508,0.565714285714286,FALSE,TRUE,Memory_hypomethylation,Hypo,chr22:34551166-34552414
chr19,22234980,22236126,1147,*,51,22.0207162025582,-0.797640386468323,-8.68474152831514,0.00538203293902589,0.233189056650203,22361428,22361478,51,0.859,0.546,0.313,0.832258064516129,0.81038961038961,0.88376753507014,0.845170454545455,0.88130081300813,0.876640419947507,0.881924198250729,0.893004115226337,0.267751479289941,0.600739371534196,0.421383647798742,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr19:22234980-22236126
chr12,130201482,130202107,626,*,9,1.58748021250696,-0.704586140577295,-8.68147637689443,0.00539609442286397,0.233189056650203,16903874,16903882,9,0.949,0.714,0.235,0.974358974358974,0.929078014184397,0.925925925925926,0.94375,0.954545454545455,0.980392156862745,0.932291666666667,0.736111111111111,0.736486486486487,0.639455782312925,0.744186046511628,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:130201482-130202107
chr18,76829297,76829559,263,*,14,2.32136284405573,0.876520669726813,8.68040559519781,0.00540664053574253,0.233189056650203,21892417,21892430,14,0.005,0.314,-0.309,0.00515463917525773,0.00288184438040346,0.0056980056980057,0,0,0.00526315789473684,0.0134228187919463,0.207692307692308,0.30635838150289,0.4337899543379,0.307692307692308,FALSE,TRUE,Memory_hypermethylation,Hyper,chr18:76829297-76829559
chr11,88953771,88953919,149,*,11,2.27441036089051,-0.58642007120589,-8.67963435470469,0.00540664053574253,0.233189056650203,15393334,15393344,11,0.85,0.619,0.231,0.91304347826087,0.897540983606557,0.837905236907731,0.755274261603376,0.854748603351955,0.878504672897196,0.813725490196078,0.585152838427948,0.653465346534653,0.554054054054054,0.685,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr11:88953771-88953919
chr12,131022045,131022387,343,*,8,1.13714428351884,-0.622761630100214,-8.67934249130015,0.00540664053574253,0.233189056650203,16916454,16916461,8,0.902,0.674,0.227,0.92436974789916,0.879807692307692,0.898989898989899,0.896174863387978,0.927272727272727,0.930769230769231,0.854671280276817,0.704225352112676,0.695652173913043,0.566666666666667,0.730434782608696,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr12:131022045-131022387
chr3,1895686,1897558,1873,*,9,2.38796644278588,-0.794353961768226,-8.67734821431058,0.00541367127766158,0.233189056650203,4071006,4071014,9,0.911,0.585,0.326,0.925373134328358,0.829652996845426,0.942760942760943,0.91219512195122,0.957345971563981,0.957264957264957,0.85472972972973,0.862385321100917,0.627049180327869,0.37719298245614,0.474509803921569,FALSE,TRUE,Memory_hypomethylation,Hypo,chr3:1895686-1897558
chr1,117474955,117475512,558,*,7,1.33322116623529,-0.703199884939668,-8.67312439374342,0.00543827887437822,0.233189056650203,1154490,1154496,7,0.932,0.655,0.277,0.974576271186441,0.910034602076125,0.909722222222222,0.918604651162791,0.993377483443709,0.924731182795699,0.89010989010989,0.655629139072848,0.672489082969432,0.638009049773756,0.652631578947368,FALSE,TRUE,Memory_hypomethylation,Hypo,chr1:117474955-117475512
chr8,70906707,70907229,523,*,33,17.254030671051,-1.08862868987361,-8.67281638675998,0.00543827887437822,0.233189056650203,11718282,11718314,33,0.727,0.286,0.441,0.752427184466019,0.355223880597015,0.945679012345679,0.718162839248434,0.552434456928839,0.916666666666667,0.849504950495049,0.151351351351351,0.194954128440367,0.110192837465565,0.688524590163934,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:70906707-70907229
chr19,12624212,12624770,559,*,37,12.6883337509075,-0.719580254996149,-8.67147023577358,0.00544882498725678,0.233189056650203,22197740,22197776,37,0.943,0.656,0.287,0.958904109589041,0.904827586206897,0.96028880866426,0.950338600451467,0.959574468085106,0.952054794520548,0.914529914529915,0.925925925925926,0.455205811138015,0.530259365994236,0.711538461538462,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr19:12624212-12624770
chr3,1954407,1956854,2448,*,18,3.18562792744718,-0.535525784223332,-8.66853334836276,0.0054699172130139,0.233189056650203,4071360,4071377,18,0.922,0.705,0.217,0.95852534562212,0.893220338983051,0.929090909090909,0.894150417827298,0.954022988505747,0.941176470588235,0.881012658227848,0.914948453608247,0.734553775743707,0.564039408866995,0.604545454545454,FALSE,TRUE,Memory_hypomethylation,Hypo,chr3:1954407-1956854
chr16,23765810,23767020,1211,*,89,27.8752597898674,-0.753900275727328,-8.66374716597763,0.00547694795493294,0.233189056650203,19600847,19600935,89,0.531,0.222,0.308,0.466960352422908,0.57235142118863,0.362554790231684,0.699266503667482,0.342696629213483,0.673501577287066,0.597938144329897,0.133214920071048,0.151248164464024,0.0798403193612774,0.52536231884058,FALSE,TRUE,Memory_hypomethylation,Hypo,chr16:23765810-23767020
chr12,130334920,130335915,996,*,10,2.06341528597366,-0.668779869829318,-8.66337519234869,0.00547694795493294,0.233189056650203,16905516,16905525,10,0.868,0.608,0.26,0.92156862745098,0.850574712643678,0.845714285714286,0.818505338078292,0.876068376068376,0.89344262295082,0.869565217391304,0.639097744360902,0.659919028340081,0.474885844748858,0.658767772511848,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr12:130334920-130335915
chr12,129983556,129984956,1401,*,15,2.63594456434746,-0.564498779812221,-8.66207564119457,0.00547694795493294,0.233189056650203,16901581,16901595,15,0.871,0.644,0.227,0.916666666666667,0.878934624697337,0.85785536159601,0.867424242424242,0.91304347826087,0.833333333333333,0.830945558739255,0.640625,0.711206896551724,0.535714285714286,0.689189189189189,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:129983556-129984956
chr12,130192716,130193727,1012,*,9,1.7318217166796,-0.643241577706716,-8.66089689950502,0.00547694795493294,0.233189056650203,16903735,16903743,9,0.914,0.662,0.253,0.956896551724138,0.896,0.918181818181818,0.9,0.929824561403509,0.897810218978102,0.900943396226415,0.727272727272727,0.692307692307692,0.475609756097561,0.751592356687898,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:130192716-130193727
chr3,184768010,184768281,272,*,6,0.784754310440376,-1.42212148266151,-8.66075350315023,0.00547694795493294,0.233189056650203,5443848,5443853,6,0.819,0.359,0.46,0.902439024390244,0.920731707317073,0.699481865284974,0.692982456140351,0.68503937007874,0.903225806451613,0.926553672316384,0.359375,0.325396825396825,0.368421052631579,0.382352941176471,FALSE,TRUE,Memory_hypomethylation,Hypo,chr3:184768010-184768281
chr17,33761094,33761850,757,*,19,6.04332371163805,-0.82534166053777,-8.65505062446548,0.00549452480973055,0.233189056650203,20650359,20650377,19,0.669,0.345,0.325,0.72,0.461538461538462,0.75197889182058,0.808823529411765,0.68125,0.769230769230769,0.493562231759657,0.277899343544858,0.293040293040293,0.414814814814815,0.392592592592593,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr17:33761094-33761850
chr10,132616175,132617443,1269,*,10,2.59135901252961,-0.683919459614411,-8.64973165774209,0.00550507092260911,0.233189056650203,14531473,14531482,10,0.891,0.635,0.256,0.931623931623932,0.902985074626866,0.873239436619718,0.895287958115183,0.923076923076923,0.842696629213483,0.869158878504673,0.717948717948718,0.601769911504425,0.443820224719101,0.776978417266187,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:132616175-132617443
chr2,242989769,242989908,140,*,17,5.69085169074689,-0.826918568087655,-8.64824882744799,0.00550858629356863,0.233189056650203,4058446,4058462,17,0.765,0.441,0.324,0.923529411764706,0.692028985507246,0.809667673716012,0.6,0.614583333333333,0.9,0.812765957446808,0.45,0.427027027027027,0.437185929648241,0.448717948717949,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr2:242989769-242989908
chr10,57523830,57524819,990,*,7,2.81337669221319,-1.35234922926659,-8.64793462053452,0.00550858629356863,0.233189056650203,13847521,13847527,7,0.859,0.374,0.484,0.909090909090909,0.902877697841727,0.626126126126126,0.917721518987342,0.897810218978102,0.848484848484849,0.907473309608541,0.306818181818182,0.464285714285714,0.375,0.35,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:57523830-57524819
chr7,67705585,67707004,1420,*,11,1.92725601468164,-0.734060419131228,-8.64772136683364,0.00550858629356863,0.233189056650203,10307754,10307764,11,0.856,0.58,0.276,0.870503597122302,0.819148936170213,0.876543209876543,0.859922178988327,0.885185185185185,0.839779005524862,0.843478260869565,0.5,0.601532567049808,0.376190476190476,0.843478260869565,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr7:67705585-67707004
chr12,126333570,126335086,1517,*,10,2.02657153092878,-0.559521164549511,-8.64665015440078,0.00551210166452815,0.233189056650203,16864883,16864892,10,0.852,0.615,0.237,0.883720930232558,0.852691218130312,0.845890410958904,0.821782178217822,0.880597014925373,0.859649122807018,0.820359281437126,0.71523178807947,0.592727272727273,0.444976076555024,0.706666666666667,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:126333570-126335086
chr8,4417233,4417850,618,*,13,3.19698315876086,-0.683887553733428,-8.64632356079904,0.00551210166452815,0.233189056650203,11167584,11167596,13,0.913,0.625,0.288,0.938650306748466,0.918088737201365,0.873529411764706,0.917808219178082,0.922018348623853,0.903954802259887,0.914191419141914,0.610169491525424,0.573770491803279,0.485849056603774,0.829383886255924,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr8:4417233-4417850
chr8,138523782,138525274,1493,*,12,2.00672310687299,-0.560085741789785,-8.64602596420797,0.00551210166452815,0.233189056650203,12180828,12180839,12,0.907,0.706,0.201,0.927631578947368,0.878281622911695,0.873417721518987,0.870646766169154,0.963369963369963,0.936507936507937,0.897560975609756,0.764900662251656,0.807272727272727,0.48828125,0.761609907120743,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:138523782-138525274
chr21,20423283,20425021,1739,*,14,6.29301908040011,-1.04271558746229,-8.64538985374128,0.00551210166452815,0.233189056650203,23587101,23587114,14,0.934,0.599,0.335,0.946601941747573,0.93695652173913,0.94291754756871,0.939481268011527,0.932975871313673,0.954545454545455,0.883522727272727,0.671641791044776,0.62972972972973,0.50561797752809,0.587078651685393,FALSE,TRUE,Memory_hypomethylation,Hypo,chr21:20423283-20425021
chr3,1966579,1968692,2114,*,20,4.01994928565561,-0.557829844029861,-8.64073486069853,0.00552264777740671,0.233189056650203,4071441,4071460,20,0.915,0.689,0.226,0.933734939759036,0.8975,0.92183908045977,0.926517571884984,0.928104575163399,0.93719806763285,0.862068965517241,0.92,0.74,0.513392857142857,0.583333333333333,FALSE,TRUE,Memory_hypomethylation,Hypo,chr3:1966579-1968692
chr1,62677895,62678689,795,*,10,1.84688749832856,-0.633656081933318,-8.63906337623901,0.00552616314836623,0.233189056650203,783890,783899,10,0.92,0.717,0.203,0.93125,0.924574209245742,0.917948717948718,0.930769230769231,0.923954372623574,0.917293233082707,0.894736842105263,0.700729927007299,0.722466960352423,0.669856459330144,0.775401069518717,FALSE,TRUE,Memory_hypomethylation,Hypo,chr1:62677895-62678689
chr18,14947004,14948534,1531,*,16,1.97985897945937,0.543295769718972,8.63819687355337,0.00552967851932575,0.233189056650203,21428261,21428276,16,0.673,0.872,-0.2,0.587837837837838,0.684684684684685,0.655072463768116,0.662280701754386,0.745,0.598639455782313,0.775,0.936936936936937,0.806853582554517,0.835051546391753,0.910179640718563,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr18:14947004-14948534
chr10,132247815,132248713,899,*,8,1.67190402184138,-0.584336725596371,-8.63429102107102,0.00555077074508287,0.233280295814711,14526575,14526582,8,0.886,0.661,0.226,0.852459016393443,0.866863905325444,0.887096774193548,0.895833333333333,0.91578947368421,0.971830985915493,0.813278008298755,0.675078864353312,0.699570815450644,0.519607843137255,0.748322147651007,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:132247815-132248713
chr12,126534069,126535495,1427,*,11,2.10555742118873,-0.752616022611719,-8.6265465478449,0.00556483222892096,0.233280295814711,16866583,16866593,11,0.828,0.553,0.275,0.868613138686131,0.797250859106529,0.830188679245283,0.841836734693878,0.90521327014218,0.741935483870968,0.808943089430894,0.75968992248062,0.540178571428571,0.359375,0.552486187845304,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:126534069-126535495
chr13,20694459,20695200,742,*,26,7.57747766386516,-0.776805120812325,-8.62633069177291,0.00556483222892096,0.233280295814711,16985736,16985761,26,0.78,0.476,0.304,0.862944162436548,0.423076923076923,0.797278911564626,0.905191873589165,0.877083333333333,0.817880794701987,0.773770491803279,0.522900763358779,0.458847736625514,0.400568181818182,0.52020202020202,FALSE,TRUE,Memory_hypomethylation,Hypo,chr13:20694459-20695200
chr8,139147288,139148204,917,*,7,1.09759886885919,-0.67885564092329,-8.62264868026192,0.00558592445467808,0.233280295814711,12185072,12185078,7,0.913,0.668,0.245,0.903508771929825,0.872509960159363,0.92436974789916,0.919254658385093,0.948717948717949,0.925925925925926,0.893238434163701,0.683823529411765,0.71875,0.572368421052632,0.695652173913043,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr8:139147288-139148204
chr8,139332205,139333727,1523,*,16,2.92221851225075,-0.673144921761798,-8.62213842921996,0.0055894398256376,0.233280295814711,12186671,12186686,16,0.909,0.691,0.218,0.916256157635468,0.871848739495798,0.8743961352657,0.930851063829787,0.966257668711656,0.91005291005291,0.892,0.748858447488584,0.71505376344086,0.570063694267516,0.730897009966777,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:139332205-139333727
chr6,29963815,29964804,990,*,8,2.02502674101471,-0.630332413473407,-8.62071970580442,0.00559295519659712,0.233280295814711,8627081,8627088,8,0.864,0.587,0.277,0.881818181818182,0.831223628691983,0.891213389121339,0.859154929577465,0.894472361809045,0.853211009174312,0.839024390243902,0.670212765957447,0.584,0.509554140127389,0.585585585585586,FALSE,TRUE,Memory_hypomethylation,Hypo,chr6:29963815-29964804
chr6,29729286,29731381,2096,*,18,3.35161077296412,-0.556190434202364,-8.61582961853867,0.00559998593851616,0.233280295814711,8624843,8624860,18,0.766,0.509,0.257,0.765060240963855,0.769014084507042,0.736363636363636,0.768072289156627,0.811912225705329,0.764397905759162,0.747368421052632,0.5,0.555555555555556,0.520361990950226,0.458333333333333,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr6:29729286-29731381
chr8,138660916,138663031,2116,*,12,1.89306935469523,-0.557520250537932,-8.61476951079361,0.00560350130947568,0.233280295814711,12181796,12181807,12,0.89,0.659,0.23,0.902702702702703,0.844594594594595,0.871641791044776,0.943722943722944,0.906367041198502,0.893491124260355,0.864516129032258,0.668478260869565,0.763754045307443,0.461254612546125,0.744186046511628,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:138660916-138663031
chr22,29156888,29157420,533,*,19,4.94836265271607,-0.657809827088302,-8.61045513008502,0.00561756279331376,0.233280295814711,24043192,24043210,19,0.559,0.298,0.262,0.694915254237288,0.342403628117914,0.623501199040767,0.607773851590106,0.606617647058823,0.543956043956044,0.497267759562842,0.2125,0.436363636363636,0.269387755102041,0.273148148148148,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr22:29156888-29157420
chr8,139022681,139023105,425,*,6,0.887175769333232,-0.720951733644473,-8.61044963007453,0.00561756279331376,0.233280295814711,12184098,12184103,6,0.901,0.625,0.275,0.963414634146341,0.859756097560976,0.827380952380952,0.919354838709677,0.944444444444444,0.92,0.870056497175141,0.734939759036145,0.634328358208955,0.422413793103448,0.709401709401709,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:139022681-139023105
chr5,157097845,157099038,1194,*,97,59.5739876058356,-1.25137743867369,-8.60611385191236,0.00563865501907089,0.233639750613578,8079860,8079956,97,0.669,0.129,0.54,0.445288753799392,0.94018691588785,0.950990615224192,0.297748729121278,0.217885024840312,0.965141612200436,0.866952789699571,0.105117565698479,0.122295390404516,0.0833333333333333,0.205804749340369,FALSE,TRUE,Memory_hypomethylation,Hypo,chr5:157097845-157099038
chr6,2990587,2991223,637,*,19,5.82912367262952,-0.665376059863862,-8.60193241047765,0.00565271650290897,0.233639750613578,8360114,8360132,19,0.737,0.428,0.309,0.67595818815331,0.580858085808581,0.834285714285714,0.738717339667458,0.784067085953878,0.797202797202797,0.746388443017656,0.600732600732601,0.408629441624365,0.227272727272727,0.47463768115942,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr6:2990587-2991223
chr1,179940415,179941395,981,*,9,3.15676564856706,-0.905827230517109,-8.59947363142884,0.00565623187386849,0.233639750613578,1479071,1479079,9,0.946,0.6,0.346,0.972826086956522,0.897009966777409,0.949367088607595,0.969072164948454,0.954166666666667,0.963414634146341,0.9182156133829,0.6,0.614035087719298,0.603015075376884,0.583732057416268,FALSE,TRUE,Memory_hypomethylation,Hypo,chr1:179940415-179941395
chr17,33819143,33824929,5787,*,112,24.930021955164,-0.59054447711842,-8.59856579649537,0.00565974724482801,0.233639750613578,20651048,20651159,112,0.408,0.187,0.222,0.368189806678383,0.343298969072165,0.655185610409491,0.524141363862618,0.322351748606183,0.491139240506329,0.154045307443366,0.0663189269746647,0.110468174644924,0.439482961222092,0.130544993662864,FALSE,TRUE,Memory_hypomethylation,Hypo,chr17:33819143-33824929
chr22,49518380,49519831,1452,*,19,3.37385126914003,-0.543181307594494,-8.5953355994346,0.00567732409962561,0.233639750613578,24358801,24358819,19,0.874,0.674,0.2,0.9,0.837294332723949,0.89917695473251,0.879765395894428,0.889807162534435,0.841698841698842,0.870912220309811,0.73208722741433,0.648648648648649,0.512605042016807,0.80184331797235,FALSE,TRUE,Memory_hypomethylation,Hypo,chr22:49518380-49519831
chr12,130434456,130434729,274,*,6,1.22865885161438,-0.844901060840872,-8.59451834430577,0.00568083947058513,0.233639750613578,16906825,16906830,6,0.896,0.596,0.3,0.915254237288136,0.866666666666667,0.885245901639344,0.888157894736842,0.949275362318841,0.887096774193548,0.880829015544041,0.680851063829787,0.598290598290598,0.474074074074074,0.632352941176471,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr12:130434456-130434729
chr16,7235161,7236031,871,*,10,2.23014906895899,-0.63522436628581,-8.59171183936309,0.00568435484154465,0.233639750613578,19425362,19425371,10,0.874,0.62,0.254,0.874125874125874,0.836565096952909,0.863128491620112,0.907894736842105,0.913793103448276,0.875776397515528,0.844444444444444,0.628787878787879,0.745583038869258,0.370689655172414,0.73542600896861,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr16:7235161-7236031
chr18,14244496,14246722,2227,*,15,3.03196113380019,0.539671412819855,8.59074915387437,0.00568787021250417,0.233639750613578,21423720,21423734,15,0.652,0.852,-0.2,0.615384615384615,0.547619047619048,0.660194174757282,0.671532846715328,0.714285714285714,0.692307692307692,0.661073825503356,0.870535714285714,0.867256637168142,0.801369863013699,0.869009584664537,FALSE,TRUE,Memory_hypermethylation,Hyper,chr18:14244496-14246722
chr10,132051170,132051875,706,*,11,1.83500564374838,-0.515847006752024,-8.58995371426998,0.0056913855834637,0.233639750613578,14524200,14524210,11,0.873,0.638,0.235,0.854545454545454,0.882911392405063,0.88,0.859154929577465,0.928934010152284,0.851239669421488,0.851963746223565,0.594339622641509,0.707317073170732,0.569230769230769,0.679738562091503,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:132051170-132051875
chr18,14254309,14254878,570,*,8,1.72648822259185,0.67968219683636,8.58933857679714,0.00569490095442322,0.233639750613578,21423785,21423792,8,0.601,0.861,-0.26,0.514285714285714,0.584375,0.55625,0.602209944751381,0.666666666666667,0.617283950617284,0.668639053254438,0.871794871794872,0.852380952380952,0.831578947368421,0.890052356020942,FALSE,TRUE,Memory_hypermethylation,Hyper,chr18:14254309-14254878
chr12,129515220,129516036,817,*,8,1.31706433136133,-0.626803626635678,-8.58730398948506,0.00569490095442322,0.233639750613578,16896780,16896787,8,0.895,0.645,0.25,0.91,0.875457875457875,0.887966804979253,0.915966386554622,0.946107784431138,0.896103896103896,0.833898305084746,0.683760683760684,0.591836734693878,0.558823529411765,0.747058823529412,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr12:129515220-129516036
chr18,14980041,14981906,1866,*,11,1.72008891521564,0.600209768965241,8.58690023904516,0.00570193169634226,0.233693327084726,21428543,21428553,11,0.655,0.896,-0.241,0.47008547008547,0.723076923076923,0.649484536082474,0.676136363636364,0.730337078651685,0.614678899082569,0.721374045801527,0.884615384615385,0.853211009174312,0.902173913043478,0.942105263157895,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr18:14980041-14981906
chr11,65779182,65779723,542,*,55,20.8418053838391,-0.844833076275598,-8.58317475184456,0.0057265392930589,0.234244210752693,15156244,15156298,55,0.573,0.217,0.356,0.727536231884058,0.590909090909091,0.443181818181818,0.56504854368932,0.353271028037383,0.928716904276986,0.402985074626866,0.162361623616236,0.164113785557987,0.264197530864198,0.276923076923077,FALSE,TRUE,Memory_hypomethylation,Hypo,chr11:65779182-65779723
chr4,168845883,168846259,377,*,5,2.12957530434381,-1.42500224208287,-8.58259121774369,0.00573005466401842,0.234244210752693,6755781,6755785,5,0.832,0.393,0.439,0.896551724137931,0.855855855855856,0.928571428571429,0.820224719101124,0.866666666666667,0.726027397260274,0.729323308270677,0.454545454545455,0.411764705882353,0.371428571428571,0.333333333333333,FALSE,TRUE,Memory_hypomethylation,Hypo,chr4:168845883-168846259
chr8,138757173,138758160,988,*,7,1.28928824352887,-0.793937008312007,-8.5805590566361,0.00573357003497794,0.234244210752693,12182309,12182315,7,0.885,0.59,0.295,0.980392156862745,0.828496042216359,0.84688995215311,0.928571428571429,0.869822485207101,0.825,0.915032679738562,0.628571428571429,0.666666666666667,0.403614457831325,0.659751037344398,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:138757173-138758160
chr15,40600279,40600862,584,*,22,4.67935856565494,-0.626375226641587,-8.5754336118802,0.00574763151881602,0.234244210752693,18671470,18671491,22,0.736,0.494,0.241,0.766666666666667,0.59228650137741,0.757834757834758,0.823008849557522,0.712328767123288,0.8,0.697674418604651,0.323308270676692,0.589090909090909,0.4375,0.627118644067797,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr15:40600279-40600862
chr10,132230620,132231496,877,*,18,3.04865733335192,-0.513985663754252,-8.5712821321424,0.00577223911553267,0.234244210752693,14526385,14526402,18,0.888,0.676,0.211,0.910313901345291,0.893617021276596,0.857534246575342,0.871382636655949,0.934615384615385,0.882352941176471,0.863057324840764,0.730263157894737,0.724025974025974,0.602006688963211,0.648888888888889,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr10:132230620-132231496
chr19,14320105,14320759,655,*,41,24.0290170647171,-1.31135135385818,-8.56663672122761,0.00579684671224931,0.234244210752693,22232834,22232874,41,0.697,0.122,0.575,0.927835051546392,0.802663438256659,0.858310626702997,0.351123595505618,0.230232558139535,0.9375,0.772200772200772,0.125,0.117056856187291,0.123636363636364,0.121428571428571,FALSE,TRUE,Memory_hypomethylation,Hypo,chr19:14320105-14320759
chr15,28834320,28834402,83,*,12,3.98779452145461,-0.906958802541065,-8.56656065833821,0.00579684671224931,0.234244210752693,18577466,18577477,12,0.304,0.002,0.302,0.142857142857143,0.463054187192118,0.304587155963303,0.267605633802817,0.378995433789954,0.375,0.19672131147541,0,0.0072992700729927,0,0,FALSE,TRUE,Memory_hypomethylation,Hypo,chr15:28834320-28834402
chr19,51432868,51433092,225,*,12,3.55901559330514,-0.877395335044482,-8.56553901627385,0.00580387745416835,0.234244210752693,22744867,22744878,12,0.808,0.528,0.279,0.855555555555556,0.728448275862069,0.77,0.839195979899497,0.847368421052632,0.814814814814815,0.8,0.682352941176471,0.504587155963303,0.418604651162791,0.508196721311475,FALSE,TRUE,Memory_hypomethylation,Hypo,chr19:51432868-51433092
chr4,48493263,48493878,616,*,27,5.87317901278577,-0.604517833694976,-8.56335339938202,0.00580387745416835,0.234244210752693,6013957,6013983,27,0.514,0.312,0.202,0.48868778280543,0.360482654600302,0.34134007585335,0.692660550458716,0.570815450643777,0.609271523178808,0.537704918032787,0.2,0.247641509433962,0.233676975945017,0.566929133858268,FALSE,TRUE,Memory_hypomethylation,Hypo,chr4:48493263-48493878
chr7,67642011,67642481,471,*,11,1.50565043405532,0.53209691159346,8.56250587552656,0.00581090819608739,0.234244210752693,10306996,10307006,11,0.333,0.578,-0.245,0.267326732673267,0.247663551401869,0.347107438016529,0.311111111111111,0.406896551724138,0.327586206896552,0.424908424908425,0.767676767676768,0.623711340206186,0.522613065326633,0.398601398601399,FALSE,TRUE,Memory_hypermethylation,Hyper,chr7:67642011-67642481
chr4,165706017,165707055,1039,*,17,2.46975769066504,-0.676122505075638,-8.55560472896175,0.00583903116376356,0.234244210752693,6735053,6735069,17,0.866,0.614,0.252,0.83969465648855,0.835073068893528,0.95417348608838,0.831223628691983,0.845559845559846,0.914893617021277,0.840148698884758,0.646341463414634,0.574358974358974,0.577669902912621,0.655660377358491,FALSE,TRUE,Memory_hypomethylation,Hypo,chr4:165706017-165707055
chr8,139489174,139490325,1152,*,9,2.12889345936141,-0.690684435935818,-8.5541505318355,0.0058460619056826,0.234244210752693,12187733,12187741,9,0.883,0.619,0.264,0.914893617021277,0.851351351351351,0.802197802197802,0.924528301886792,0.890243902439024,0.93859649122807,0.859712230215827,0.682692307692308,0.695652173913043,0.411764705882353,0.687074829931973,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:139489174-139490325
chr10,132657918,132659047,1130,*,15,2.59617491117567,-0.535152319533002,-8.55402622412554,0.0058460619056826,0.234244210752693,14531866,14531880,15,0.917,0.69,0.226,0.931034482758621,0.927325581395349,0.904024767801858,0.9,0.96309963099631,0.918604651162791,0.871641791044776,0.774358974358974,0.741935483870968,0.533333333333333,0.711409395973154,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:132657918-132659047
