"RL1980" "RL1981" "RL1982" "RL1983" "RL1984" "RL1985" "RL1986" "RL2352" "RL2560" "RL2561"
"chr6:35898575-35899311" 0.371428571428571 0.186813186813187 0.145228215767635 0.252252252252252 0.856164383561644 0.886792452830189 0.285714285714286 0.0857142857142857 0.130952380952381 0.111731843575419
"chr6:36761191-36762062" 0.416666666666667 0.224719101123595 0.543307086614173 0.444444444444444 0.290598290598291 0.441441441441441 0.830508474576271 0.225352112676056 0.512658227848101 0.179487179487179
"chr6:37480758-37482116" 0.138528138528139 0.176470588235294 0.464864864864865 0.158333333333333 0.109452736318408 0.192546583850932 0.354285714285714 0.0940919037199125 0.52280701754386 0.211538461538462
"chr6:37483709-37484575" 0.217741935483871 0.212765957446809 0.573529411764706 0.269430051813472 0.353448275862069 0.287671232876712 0.654545454545455 0.265993265993266 0.6484375 0.389705882352941
"chr6:37592782-37593309" 0.454545454545455 0.762114537444934 0.875 0.0829268292682927 0.153846153846154 0.147826086956522 0.486607142857143 0.788405797101449 0.847058823529412 0.516129032258065
"chr6:38682647-38683456" 0.12719298245614 0.935643564356436 0.302083333333333 0.0576368876080692 0.0849056603773585 0.0277777777777778 0.874251497005988 0.915221579961464 0.592592592592593 0.101818181818182
"chr6:40567274-40567664" 0.131455399061033 0.972222222222222 0.688212927756654 0.816455696202532 0.206106870229008 0.265060240963855 0.882978723404255 0.940540540540541 0.798561151079137 0.948863636363636
"chr6:40722191-40723303" 0.46417445482866 0.152238805970149 0.844444444444444 0.113702623906706 0.202054794520548 0.0922330097087379 0.535714285714286 0.110546378653113 0.760655737704918 0.257575757575758
"chr6:41068456-41069003" 0.0917431192660551 0.696078431372549 0.242105263157895 0.254957507082153 0.304615384615385 0.157142857142857 0.964028776978417 0.823529411764706 0.289752650176678 0.481081081081081
"chr6:41337251-41339176" 0.400763358778626 0.29277566539924 0.68075117370892 0.322884012539185 0.226890756302521 0.242647058823529 0.68348623853211 0.33442088091354 0.719251336898396 0.321525885558583
"chr6:41375057-41376406" 0.5 0.0428571428571429 0.666666666666667 0.0462962962962963 0.0651340996168582 0.0795454545454545 0.536121673003802 0.0574074074074074 0.415770609318996 0.0596590909090909
"chr6:41379087-41384862" 0.517167381974249 0.456706281833616 0.816593886462882 0.451546391752577 0.421711899791232 0.399563318777293 0.648351648351648 0.361303060217177 0.768777614138439 0.399350649350649
"chr6:41438710-41440317" 0.355191256830601 0.235714285714286 0.633540372670807 0.207547169811321 0.191780821917808 0.206185567010309 0.688405797101449 0.180645161290323 0.574660633484163 0.209677419354839
"chr6:41473495-41474013" 0.371134020618557 0.333333333333333 0.735632183908046 0.426470588235294 0.508771929824561 0.454545454545455 0.636363636363636 0.351111111111111 0.791044776119403 0.401459854014599
"chr6:41519688-41521377" 0.605504587155963 0.294605809128631 0.670103092783505 0.345195729537367 0.391304347826087 0.567415730337079 0.857723577235772 0.216338880484115 0.698005698005698 0.265734265734266
"chr6:42712381-42712854" 0.0884615384615385 0.817813765182186 0.353711790393013 0.773755656108597 0.825726141078838 0.562091503267974 0.366666666666667 0.778280542986425 0.299145299145299 0.8023598820059
"chr6:43424449-43425495" 0.215909090909091 0.549488054607508 0.384210526315789 0.578947368421053 0.896995708154506 0.864963503649635 0.76953125 0.52073732718894 0.417613636363636 0.538235294117647
"chr6:43858600-43859815" 0.359116022099448 0.108597285067873 0.651063829787234 0.221556886227545 0.240458015267176 0.17351598173516 0.61244019138756 0.143198090692124 0.645695364238411 0.177248677248677
"chr6:44243547-44244312" 0.135593220338983 0.921671018276762 0.181318681318681 0.51779359430605 0.291754756871036 0.235294117647059 0.94 0.891691394658754 0.239382239382239 0.776595744680851
"chr6:44440006-44441178" 0.202830188679245 0.735449735449735 0.34375 0.676113360323887 0.694805194805195 0.626373626373626 0.372413793103448 0.620224719101124 0.267657992565056 0.634408602150538
"chr6:45030205-45030554" 0.0168067226890756 0.869791666666667 0.508771929824561 0.875555555555556 0.791666666666667 0.803738317757009 0.990990990990991 0.861198738170347 0.529661016949153 0.692708333333333
"chr6:45630987-45631242" 0.0753424657534247 0.198675496688742 0.135294117647059 0.043010752688172 0.0255102040816327 0 0.663716814159292 0.252252252252252 0.118556701030928 0.0353535353535354
"chr6:49681230-49681407" 0.0538461538461538 0.971698113207547 0.821917808219178 0.911764705882353 0.707317073170732 0.444444444444444 0.962121212121212 0.930769230769231 0.748917748917749 0.915584415584416
"chr6:49917583-49918046" 0 0.983193277310924 0.0566037735849057 0.74 0.621951219512195 0.25 0.887096774193548 0.897637795275591 0.194092827004219 0.878676470588235
"chr6:52824363-52826277" 0.340336134453782 0.391025641025641 0.405405405405405 0.680628272251309 0.759803921568627 0.826347305389222 0.710982658959538 0.368324125230203 0.298181818181818 0.550877192982456
"chr6:55010096-55010363" 0.0175438596491228 0.885714285714286 0.418181818181818 0.757142857142857 0.867924528301887 0.591836734693878 0.975 0.814814814814815 0.396449704142012 0.733333333333333
"chr6:56934522-56936505" 0.181578947368421 0.880701754385965 0.369098712446352 0.898773006134969 0.875 0.894736842105263 0.878048780487805 0.894934333958724 0.36241610738255 0.867321867321867
"chr6:56939086-56939556" 0.141025641025641 0.91304347826087 0.0731707317073171 0.907894736842105 0.925925925925926 0.905882352941176 0.873417721518987 0.879781420765027 0.322834645669291 0.86734693877551
"chr6:58147029-58149574" 0.0541913632514818 0.264643613267466 0.26955074875208 0.234579439252336 0.0397905759162304 0.023945267958951 0.293188548864758 0.327087576374745 0.31615925058548 0.400259909031839
"chr6:58180085-58180442" 0.00754716981132075 0.580645161290323 0.053475935828877 0.188034188034188 0 0 0.468354430379747 0.542613636363636 0.195121951219512 0.0714285714285714
"chr6:58422137-58422695" 0.131578947368421 0.709090909090909 0.948717948717949 0.903225806451613 0.967741935483871 1 0.224489795918367 0.705357142857143 0.887323943661972 0.897727272727273
"chr6:74008936-74009629" 0.037593984962406 0.971153846153846 0.857723577235772 0.172932330827068 0.36231884057971 0.0909090909090909 0.946666666666667 0.915702479338843 0.873994638069705 0.634920634920635
"chr6:74024344-74025186" 0.140767824497258 0.952380952380952 0.13353115727003 0.202453987730061 0.130242825607064 0.0387596899224806 0.956043956043956 0.951523545706371 0.156862745098039 0.5225
"chr6:74104354-74104936" 0.00836820083682008 0.96875 0.695876288659794 0.924137931034483 0.245901639344262 0.139130434782609 0.968036529680365 0.940594059405941 0.831034482758621 0.922033898305085
"chr6:74160644-74162180" 0.0193103448275862 0.521079258010118 0.106941838649156 0.189473684210526 0.217054263565891 0.0687022900763359 0.939914163090129 0.66497461928934 0.0810344827586207 0.227688787185355
"chr6:74171074-74172107" 0.00390625 0.335180055401662 0.0964125560538117 0.143939393939394 0.0563002680965147 0.091254752851711 0.538461538461538 0.462406015037594 0.0441696113074205 0.51530612244898
"chr6:74233269-74233834" 0.00602409638554217 0.43620178041543 0.187214611872146 0.275641025641026 0.491349480968858 0.308724832214765 0.406593406593407 0.600340136054422 0.175925925925926 0.142857142857143
"chr6:79338894-79339631" 0.0476190476190476 0.929577464788732 0.269387755102041 0.813559322033898 0.523809523809524 0.118518518518519 0.918032786885246 0.862407862407862 0.303191489361702 0.92
"chr6:86354617-86355186" 0 0.912820512820513 0.301507537688442 0.926086956521739 0.932367149758454 0.492146596858639 0.84971098265896 0.67258883248731 0.178451178451178 0.8828125
"chr6:87832295-87832666" 0.132075471698113 0.677083333333333 0.189075630252101 0.904761904761905 0.905405405405405 0.215384615384615 0.910931174089069 0.762773722627737 0.286516853932584 0.78894472361809
"chr6:96206282-96206492" 0.0227272727272727 0.914110429447853 0.352941176470588 0.837988826815642 0.946236559139785 0.929824561403509 0.71969696969697 0.839080459770115 0.318181818181818 0.802721088435374
"chr6:98227733-98230931" 0.561170212765957 0.855477855477855 0.145161290322581 0.694063926940639 0.900900900900901 0.796610169491525 0.782016348773842 0.685204616998951 0.236301369863014 0.259904912836767
"chr6:99150730-99151302" 0.133757961783439 0.912087912087912 0.52233676975945 0.863013698630137 0.934640522875817 0.90990990990991 0.887700534759358 0.868945868945869 0.383177570093458 0.796078431372549
"chr6:99295396-99296732" 0.205882352941176 0.736543909348442 0.126074498567335 0.0725995316159251 0.201058201058201 0.114678899082569 0.926108374384236 0.704800817160368 0.102564102564103 0.149206349206349
"chr6:102617768-102617986" 0.0078740157480315 1 0.192307692307692 0.778947368421053 0.97752808988764 0.806451612903226 0.880952380952381 0.875 0.444444444444444 0.769230769230769
"chr6:106429019-106429577" 0.0869565217391304 0.229102167182663 0.0461538461538462 0.0261627906976744 0.0108303249097473 0.0454545454545455 0.143769968051118 0.335526315789474 0.0894039735099338 0.0415704387990762
"chr6:106545979-106547748" 0.0130890052356021 0.179775280898876 0.537267080745342 0.154727793696275 0.303030303030303 0.302325581395349 0.764705882352941 0.149693251533742 0.512345679012346 0.181236673773987
"chr6:107955575-107956459" 0.06158357771261 0.607375271149675 0.264 0.0773694390715667 0.0511140235910878 0.0155440414507772 0.915531335149864 0.652561247216036 0.145708582834331 0.0378378378378378
"chr6:108441863-108445534" 0.396078431372549 0.245247148288973 0.664850136239782 0.219354838709677 0.26775956284153 0.266666666666667 0.388888888888889 0.231026785714286 0.64873417721519 0.290996784565916
"chr6:108453919-108454810" 0.324503311258278 0.230769230769231 0.72289156626506 0.323809523809524 0.36231884057971 0.480769230769231 0.818181818181818 0.226361031518625 0.666666666666667 0.348571428571429
"chr6:110797304-110798067" 0.0869565217391304 0.958904109589041 0.307692307692308 0.0857142857142857 0.158227848101266 0.113207547169811 0.946808510638298 0.944162436548223 0.260450160771704 0.459677419354839
"chr6:113201064-113201669" 0.0263157894736842 0.938271604938272 0.34640522875817 0.948717948717949 0.921259842519685 0.948717948717949 0.971631205673759 0.90530303030303 0.396946564885496 0.855670103092783
"chr6:113241234-113241621" 0.03125 0.701030927835051 0.178217821782178 0.835820895522388 0.824742268041237 0.773809523809524 0.848 0.673202614379085 0.198347107438017 0.530864197530864
"chr6:114181151-114181739" 0.0319148936170213 0.835164835164835 0.0507936507936508 0.869718309859155 0.921348314606742 0.147058823529412 0 0.447761194029851 0.0481927710843374 0.952662721893491
"chr6:114743472-114748728" 0.0200250312891114 0.858407079646018 0.113138686131387 0.781376518218624 0.798212005108557 0.754532775453278 0.552238805970149 0.647498562392179 0.169275929549902 0.559118236472946
"chr6:117868934-117869699" 0.299363057324841 0.970930232558139 0.518394648829431 0.0443037974683544 0.0474576271186441 0.0184049079754601 0.946969696969697 0.852892561983471 0.681818181818182 0.0467289719626168
"chr6:121939894-121941857" 0.0497237569060773 0.582159624413146 0.2 0.461077844311377 0.697986577181208 0.485507246376812 0.834532374100719 0.53935860058309 0.148698884758364 0.527675276752767
"chr6:123076803-123077598" 0.0294117647058824 0.924812030075188 0.207407407407407 0.75 0.827225130890052 0.972222222222222 0.808823529411765 0.88646288209607 0.188811188811189 0.842857142857143
"chr6:125214955-125215075" 0.333333333333333 0.655172413793103 0.866666666666667 0.826923076923077 0.978723404255319 1 0.9375 0.693548387096774 0.780487804878049 0.769230769230769
"chr6:126025913-126028858" 0.0635514018691589 0.86304347826087 0.0892494929006085 0.810690423162584 0.878865979381443 0.657534246575342 0.442048517520216 0.624691358024691 0.104810996563574 0.577868852459016
"chr6:126097033-126097660" 0 0.8984375 0.538461538461538 0.951923076923077 0.858208955223881 0.860759493670886 0.621428571428571 0.866071428571429 0.580310880829015 0.8
"chr6:129251056-129251356" 0.189285714285714 0.976923076923077 0.856502242152466 0.890173410404624 0.752988047808765 0.581560283687943 0.982142857142857 0.973988439306358 0.88 0.897810218978102
"chr6:131615159-131619148" 0.433380084151473 0.91304347826087 0.446132596685083 0.858490566037736 0.8769987699877 0.883838383838384 0.728395061728395 0.904588492352513 0.181895093062606 0.860202931228861
"chr6:132223425-132226297" 0.222448979591837 0.916496945010183 0.112612612612613 0.908854166666667 0.880952380952381 0.811111111111111 0.48502994011976 0.683480453972257 0.0648567119155355 0.635542168674699
"chr6:137811530-137813338" 0.478448275862069 0.0606060606060606 0.465863453815261 0.0242914979757085 0.033457249070632 0.100529100529101 0.41340782122905 0.0487804878048781 0.306451612903226 0.0386740331491713
"chr6:137819747-137820800" 0.333333333333333 0.285714285714286 0.672897196261682 0.37410071942446 0.210526315789474 0.244274809160305 0.366197183098592 0.247787610619469 0.670588235294118 0.245614035087719
"chr6:140469113-140469996" 0.043859649122807 0.983673469387755 0.29483282674772 0.939086294416244 0.964 0.924290220820189 0.966996699669967 0.96969696969697 0.384615384615385 0.943452380952381
"chr6:142409202-142410246" 0.0673400673400673 0.465553235908142 0.0760667903525046 0.246628131021195 0.038961038961039 0.079646017699115 0.758333333333333 0.487179487179487 0.11697247706422 0.474137931034483
"chr6:144066348-144067280" 0.0279329608938547 0.670542635658915 0.33457249070632 0.551136363636364 0.533039647577093 0.436046511627907 0.8 0.622065727699531 0.340277777777778 0.596363636363636
"chr6:144327038-144329802" 0.18622848200313 0.586368977673326 0.202925045703839 0.228571428571429 0.161137440758294 0.195431472081218 0.373737373737374 0.548220732336256 0.179433368310598 0.560515873015873
"chr6:146349899-146351068" 0.0487179487179487 0.596214511041009 0.768292682926829 0.196043165467626 0.134751773049645 0.0699088145896656 0.479809976247031 0.484802431610942 0.786324786324786 0.487046632124352
"chr6:149771807-149773035" 0.0316742081447964 0.267628205128205 0.276632302405498 0.0939716312056738 0.106060606060606 0.144366197183099 0.632411067193676 0.465273095077545 0.27012987012987 0.115606936416185
"chr6:150346306-150347252" 0.109289617486339 0.678010471204188 0.901442307692308 0.233502538071066 0.197183098591549 0.144329896907216 0.616541353383459 0.677793904208999 0.859416445623342 0.583756345177665
"chr6:151646669-151647162" 0.235294117647059 0.375494071146245 0.514970059880239 0.0576923076923077 0.0573770491803279 0.113636363636364 0 0.381231671554252 0.45 0.0495049504950495
"chr6:151694912-151696304" 0.0138248847926267 0.686131386861314 0.130841121495327 0.641891891891892 0.626582278481013 0.638686131386861 0.450617283950617 0.644886363636364 0.056547619047619 0.661818181818182
"chr6:157542171-157542623" 0.0774410774410774 0.880733944954128 0.115740740740741 0.0906040268456376 0.0625 0.121739130434783 0.435483870967742 0.777777777777778 0.170103092783505 0.0809716599190283
"chr6:158245646-158246211" 0.0425531914893617 0.856287425149701 0.363636363636364 0.821256038647343 0.734042553191489 0.792 0.433823529411765 0.767175572519084 0.378995433789954 0.766666666666667
"chr6:158842388-158844080" 0.0078125 0.90495867768595 0.442857142857143 0.636363636363636 0.347619047619048 0.311926605504587 0.978260869565217 0.824803149606299 0.543624161073825 0.619883040935672
"chr6:158937021-158937556" 0.0465116279069767 0.924528301886792 0.203125 0.0506329113924051 0.104072398190045 0.06282722513089 0.939393939393939 0.955456570155902 0.458128078817734 0.377682403433476
"chr6:159862425-159863237" 0.359550561797753 0.652482269503546 0.854961832061069 0.703296703296703 0.972602739726027 0.983606557377049 0.23943661971831 0.76 0.909836065573771 0.894736842105263
"chr6:160426433-160426808" 0.277456647398844 0.980769230769231 0.973821989528796 0.934673366834171 0.424657534246575 0.101449275362319 0.823529411764706 0.96271186440678 0.93 0.934306569343066
"chr6:161100000-161100512" 0.184210526315789 0.62303664921466 0.591549295774648 0.626666666666667 0.0558139534883721 0.0923076923076923 0.869565217391304 0.875846501128668 0.536363636363636 0.836633663366337
"chr6:163756719-163757451" 0.445652173913043 0.133574007220217 0.656976744186046 0.174603174603175 0.355072463768116 0.118181818181818 0.447204968944099 0.168704156479218 0.569148936170213 0.238095238095238
"chr6:166232637-166233701" 0.317567567567568 0.192546583850932 0.523364485981308 0.138888888888889 0.253521126760563 0.286885245901639 0.47196261682243 0.190789473684211 0.581818181818182 0.306976744186047
"chr6:166267541-166268419" 0.185897435897436 0.205128205128205 0.711309523809524 0.0825082508250825 0.147783251231527 0.0440251572327044 0.925806451612903 0.114104595879556 0.523219814241486 0.0735930735930736
"chr6:166419138-166421571" 0.341379310344828 0.12621359223301 0.732101616628176 0.127468581687612 0.133595284872299 0.112271540469974 0.173780487804878 0.0979591836734694 0.663685152057245 0.129221732745962
"chr6:166422323-166422853" 0.039039039039039 0.112211221122112 0.5678391959799 0.118773946360153 0.0700389105058366 0.0357142857142857 0.457777777777778 0.169856459330144 0.688311688311688 0.109649122807018
"chr6:167069381-167070689" 0.535087719298246 0.056657223796034 0.808777429467085 0.0526315789473684 0.058659217877095 0.0576923076923077 0.48377581120944 0.0576070901033973 0.784702549575071 0.0643086816720257
"chr6:167171084-167171609" 0.63 0.278409090909091 0.6 0.157894736842105 0.164319248826291 0.330275229357798 0.149606299212598 0.180392156862745 0.782608695652174 0.245614035087719
"chr6:167763701-167764301" 0.166666666666667 0.198275862068966 0.834532374100719 0.1 0.168831168831169 0.252173913043478 0.11875 0.168905950095969 0.6796875 0.232974910394265
"chr6:168435606-168436594" 0.274611398963731 0.810035842293907 0.342281879194631 0.24896265560166 0.156626506024096 0.117021276595745 0.929961089494163 0.690962099125364 0.293478260869565 0.197916666666667
"chr6:168493487-168493739" 0.685185185185185 0.87719298245614 0.75 0.9 0.719101123595506 0.645833333333333 0.644444444444444 0.896907216494845 0.835294117647059 0.861111111111111
"chr6:168501683-168502925" 0.169102296450939 0.963746223564955 0.929618768328446 0.129268292682927 0.046875 0.0398936170212766 0.925806451612903 0.945525291828794 0.875776397515528 0.940298507462687
"chr6:168532826-168534266" 0.450592885375494 0.283854166666667 0.579207920792079 0.218673218673219 0.151815181518152 0.174074074074074 0.238235294117647 0.172242874845105 0.670103092783505 0.211229946524064
"chr6:168702279-168702885" 0.293814432989691 0.0875 0.596774193548387 0.0543478260869565 0.0657894736842105 0.127388535031847 0.663934426229508 0.125 0.664705882352941 0.15625
"chr6:170019462-170020787" 0.0754716981132075 0.619883040935672 0.324137931034483 0.616766467065868 0.74468085106383 0.619565217391304 0.517543859649123 0.667857142857143 0.323170731707317 0.531428571428571
"chr6:170450931-170452613" 0.55036496350365 0.949622166246851 0.936643835616438 0.729591836734694 0.592790387182911 0.501754385964912 0.907090464547677 0.940769990128332 0.936011904761905 0.918881118881119
"chr6:170595117-170597734" 0.540948275862069 0.309255079006772 0.822384428223844 0.135770234986945 0.283516483516484 0.231552162849873 0.405038759689922 0.219281663516068 0.852813852813853 0.313817330210773
"chr6:170601829-170604217" 0.282392026578073 0.0841750841750842 0.284697508896797 0.0540540540540541 0.0470588235294118 0.0986842105263158 0.054421768707483 0.0558213716108453 0.298823529411765 0.0728476821192053
"chr6:171026296-171026740" 0.153846153846154 0.967320261437909 0 0.793103448275862 0.879699248120301 0.575757575757576 0.91304347826087 0.928251121076233 0.025974025974026 0.623762376237624
"chr7:329189-331236" 0.250266240681576 0.917279411764706 0.523046092184369 0.0903954802259887 0.0970614425645592 0.0617283950617284 0.915980230642504 0.940099833610649 0.550416281221092 0.215686274509804
"chr7:400225-400741" 0.449180327868852 0.602693602693603 0.870588235294118 0.47085201793722 0.648 0.5625 0.732673267326733 0.619417475728155 0.873737373737374 0.297520661157025
"chr7:419299-420402" 0.468227424749164 0.0962800875273523 0.836538461538462 0.0668693009118541 0.0767326732673267 0.148648648648649 0.0812064965197216 0.0640279394644936 0.86039886039886 0.0452674897119342
"chr7:491050-493035" 0.355623100303951 0.147757255936675 0.61624649859944 0.0886917960088692 0.107142857142857 0.087962962962963 0.356666666666667 0.10718789407314 0.724061810154525 0.162162162162162
"chr7:500040-500439" 0.80952380952381 0.311377245508982 0.736363636363636 0.333333333333333 0.197452229299363 0.46078431372549 0.0379746835443038 0.356707317073171 0.747663551401869 0.45
"chr7:612336-612759" 0.328125 0.174468085106383 0.598393574297189 0.25 0.212290502793296 0.5 0.650442477876106 0.319290465631929 0.559633027522936 0.238493723849372
"chr7:675545-676425" 0.085995085995086 0.959935897435897 0.957081545064378 0.731578947368421 0.423550087873462 0.111111111111111 0.918604651162791 0.934051144010767 0.952380952380952 0.936666666666667
"chr7:1105281-1105719" 0.058252427184466 0.183246073298429 0.474885844748858 0.184713375796178 0.25 0.261261261261261 0.0909090909090909 0.147798742138365 0.407643312101911 0.208333333333333
"chr7:1128338-1128613" 0.328767123287671 0.845238095238095 0.85 0.703703703703704 1 1 0.0769230769230769 0.669172932330827 0.813333333333333 0.732558139534884
"chr7:1233450-1233867" 0.451219512195122 0.278846153846154 0.724409448818898 0.415094339622642 0.305555555555556 0.395209580838323 0.222222222222222 0.310810810810811 0.700980392156863 0.340740740740741
"chr7:1260358-1263384" 0.526431718061674 0.262135922330097 0.792176039119804 0.312749003984064 0.501333333333333 0.54874651810585 0.511627906976744 0.352466367713004 0.820846905537459 0.39349593495935
"chr7:1284926-1285777" 0.487179487179487 0.227272727272727 0.545454545454545 0.2 0.078125 0.178217821782178 0.130434782608696 0.172297297297297 0.532663316582915 0.260162601626016
"chr7:1288701-1289853" 0.193548387096774 0.213541666666667 0.53804347826087 0.157360406091371 0.153409090909091 0.0909090909090909 0.130434782608696 0.134366925064599 0.636942675159236 0.157360406091371
"chr7:1329462-1330538" 0.378440366972477 0.0953800298062593 0.893048128342246 0.0813186813186813 0.092814371257485 0.145631067961165 0.0570570570570571 0.0899795501022495 0.8887171561051 0.089622641509434
"chr7:1443919-1444296" 0.465346534653465 0.272727272727273 0.777777777777778 0.274809160305344 0.10880829015544 0.313253012048193 0.151515151515152 0.152173913043478 0.715686274509804 0.25
"chr7:1609306-1610430" 0.131313131313131 0.474934036939314 0.392059553349876 0.0238663484486874 0.0113519091847265 0.051063829787234 0.443349753694581 0.438405797101449 0.409638554216867 0.0537634408602151
"chr7:1707848-1708605" 0.336585365853659 0.157232704402516 0.689655172413793 0.152380952380952 0.133757961783439 0.03125 0.465277777777778 0.1025 0.450292397660819 0.11731843575419
"chr7:1852118-1852732" 0.504065040650406 0.379310344827586 0.89 0.233128834355828 0.32620320855615 0.40506329113924 0.397350993377483 0.348534201954397 0.878787878787879 0.248366013071895
"chr7:2473312-2473921" 0.173245614035088 0.955555555555556 0.949612403100775 0.934272300469484 0.690166975881262 0.706632653061224 0.958333333333333 0.941724941724942 0.907859078590786 0.959409594095941
"chr7:2491191-2492501" 0.269541778975741 0.208955223880597 0.732075471698113 0.333333333333333 0.332225913621262 0.457831325301205 0.308988764044944 0.248917748917749 0.681818181818182 0.334782608695652
"chr7:2516662-2517539" 0.533582089552239 0.443349753694581 0.849056603773585 0.467836257309941 0.487951807228916 0.437229437229437 0.183168316831683 0.475949367088608 0.847107438016529 0.450292397660819
"chr7:2539438-2540103" 0.5 0.253588516746411 0.879432624113475 0.346820809248555 0.364583333333333 0.422413793103448 0.848101265822785 0.429090909090909 0.713375796178344 0.355555555555556
"chr7:2556929-2558485" 0.314851485148515 0.25979381443299 0.705882352941177 0.228070175438596 0.218142548596112 0.205787781350482 0.153333333333333 0.220116618075802 0.71864406779661 0.21021021021021
"chr7:2560104-2564223" 0.224806201550388 0.311062431544359 0.638888888888889 0.258306538049303 0.217705510388437 0.168639053254438 0.205882352941176 0.247792819305474 0.591411042944785 0.219448094612352
"chr7:3018588-3019402" 0.478571428571429 0.211981566820276 0.682608695652174 0.282352941176471 0.243386243386243 0.290598290598291 0.67065868263473 0.212523719165085 0.723880597014925 0.234432234432234
"chr7:4183804-4184826" 0.518518518518518 0.0993788819875776 0.743670886075949 0.253393665158371 0.256809338521401 0.433566433566434 0.0772727272727273 0.168695652173913 0.733695652173913 0.25
"chr7:4304647-4305677" 0.327127659574468 0.942307692307692 0.84366576819407 0.104738154613466 0.222614840989399 0.355329949238579 0.88719512195122 0.869772998805257 0.887828162291169 0.149100257069409
"chr7:4783530-4784325" 0.1285140562249 0.130208333333333 0.644628099173554 0.111553784860558 0.121527777777778 0.0812182741116751 0.709183673469388 0.140495867768595 0.536585365853659 0.186046511627907
"chr7:4814491-4814756" 0.0540540540540541 0.561904761904762 0.184210526315789 0.518987341772152 0.486486486486487 0.714285714285714 0.301470588235294 0.464285714285714 0.194174757281553 0.297029702970297
"chr7:4832112-4832602" 0.134057971014493 0.303867403314917 0.0394088669950739 0.0942408376963351 0.0161290322580645 0 0.927083333333333 0.412825651302605 0.0416666666666667 0.0196078431372549
"chr7:4901260-4901798" 0.00564971751412429 0.922680412371134 0.407407407407407 0.523943661971831 0.263537906137184 0.0397350993377483 0.943396226415094 0.950965824665676 0.580769230769231 0.53680981595092
"chr7:5111546-5112462" 0.0714285714285714 0.889380530973451 0.777777777777778 0.610894941634241 0.342541436464088 0.246305418719212 0.773049645390071 0.84789644012945 0.688212927756654 0.62621359223301
"chr7:5388455-5391687" 0.382271468144044 0.0634920634920635 0.821917808219178 0.0799536500579374 0.109730848861284 0.108 0.913851351351351 0.0650793650793651 0.770180436847103 0.0883919062832801
"chr7:5517568-5518137" 0.418803418803419 0.320652173913043 0.699029126213592 0.450819672131148 0.444444444444444 0.388888888888889 0.870967741935484 0.379204892966361 0.714285714285714 0.46
"chr7:6692912-6694573" 0.014 0.972448979591837 0.0841683366733467 0.81203007518797 0.465444287729196 0.0320197044334975 0.974 0.960253699788584 0.128865979381443 0.973003374578178
"chr7:9661061-9661783" 0.0904761904761905 0.901098901098901 0.10738255033557 0.804469273743017 0.936170212765957 0.934426229508197 0.775 0.839816933638444 0.0883720930232558 0.587301587301587
"chr7:12151142-12151725" 0.0331491712707182 0.728915662650602 0.0714285714285714 0.0695187165775401 0.174904942965779 0.0289256198347107 0.87218045112782 0.865889212827988 0.117647058823529 0.136792452830189
"chr7:12725352-12726099" 0.129310344827586 0.8 0.412587412587413 0.826446280991736 0.868421052631579 0.716216216216216 0.933333333333333 0.761904761904762 0.462745098039216 0.837606837606838
"chr7:13845628-13846255" 0.0346820809248555 0.934883720930233 0.454976303317536 0.935185185185185 0.900497512437811 0.573333333333333 0.287581699346405 0.873853211009174 0.277456647398844 0.752631578947368
"chr7:14318158-14318935" 0.0125523012552301 0.704081632653061 0.168724279835391 0.821428571428571 0.58125 0.572192513368984 0.806282722513089 0.56268221574344 0.24896265560166 0.426356589147287
"chr7:15648250-15648626" 0.0384615384615385 0.967320261437909 0.333333333333333 0.935483870967742 0.892405063291139 0.407766990291262 0.979166666666667 0.835195530726257 0.0809716599190283 0.895705521472393
"chr7:19140419-19141315" 0.235807860262009 0.975 0.283333333333333 0.863013698630137 0.9625 0.804428044280443 0.977186311787072 0.791411042944785 0.33502538071066 0.848780487804878
"chr7:19233491-19235127" 0.111888111888112 0.682584269662921 0.157258064516129 0.48014440433213 0.65819209039548 0.392694063926941 0.833333333333333 0.481727574750831 0.238888888888889 0.446629213483146
"chr7:20159791-20166735" 0.265957446808511 0.886435331230284 0.585605234460196 0.788248337028825 0.862001943634597 0.883073496659243 0.6834451901566 0.84988038277512 0.456920903954802 0.734520123839009
"chr7:20818482-20819175" 0.0527950310559006 0.172222222222222 0.429133858267717 0.167701863354037 0.170940170940171 0.223404255319149 0.661971830985915 0.111872146118721 0.343137254901961 0.175675675675676
"chr7:20829502-20830304" 0.277027027027027 0.0952380952380952 0.725490196078431 0.109243697478992 0.0317460317460317 0.0531914893617021 0.214285714285714 0.0472727272727273 0.588495575221239 0.0495495495495495
"chr7:20831610-20832969" 0.28125 0.0990990990990991 0.683098591549296 0.0848484848484849 0.0759493670886076 0.0657894736842105 0.348837209302326 0.0654205607476635 0.607929515418502 0.0810810810810811
"chr7:20833910-20835076" 0.140495867768595 0.0808510638297872 0.587301587301587 0.0534124629080119 0.037344398340249 0.0479452054794521 0.281512605042017 0.0657894736842105 0.607692307692308 0.0709459459459459
"chr7:20874776-20875022" 0.00970873786407767 0.920353982300885 0.149425287356322 0.675675675675676 0.883116883116883 0.555555555555556 0.681818181818182 0.805084745762712 0.102803738317757 0.775
"chr7:23245557-23246088" 0.0765171503957784 0.929824561403509 0.186842105263158 0.612529002320186 0.297202797202797 0.06 0.984251968503937 0.905660377358491 0.194078947368421 0.695652173913043
