"","seqnames","start","end","width","strand","L","area","beta","stat","pval","qval","index.start","index.end","index.width","g1_mean","g2_mean","delta","RL3061","RL3062","RL3063","RL3064","RL3065","RL3066","RL3067","RL3068","RL3069","RL3070","RL3071","RL3072","significant"
"946","chr2",158543561,158543609,49,"*",5,0.572297379884117,-0.460413917729559,-4.66211088988293,0.0692738656078778,0.42208727416893,3532733,3532737,5,0.671701817905672,0.849380988381133,-0.177679170475461,0.661538461538462,0.557377049180328,0.76,0.770992366412214,0.613636363636364,0.666666666666667,0.849056603773585,0.901960784313726,0.823529411764706,0.855072463768116,0.857142857142857,0.80952380952381,FALSE
"947","chr21",24340482,24341614,1133,"*",9,1.04335153422721,0.313480474751715,4.66054648125259,0.0694315867431957,0.422110924666356,24822898,24822906,9,0.808059200529888,0.670221348000388,0.1378378525295,0.853846153846154,0.731543624161074,0.834645669291339,0.818965517241379,0.792452830188679,0.816901408450704,0.703703703703704,0.640845070422535,0.707070707070707,0.722222222222222,0.637096774193548,0.61038961038961,FALSE
"948","chr1",106623353,106623442,90,"*",8,0.823351553036453,-0.371314040100138,-4.65997781319825,0.0694658739465257,0.422110924666356,1127376,1127383,8,0.407258785452823,0.576432735681666,-0.169173950228843,0.477272727272727,0.482758620689655,0.310344827586207,0.365591397849462,0.410526315789474,0.397058823529412,0.6,0.72,0.704225352112676,0.46551724137931,0.558139534883721,0.410714285714286,FALSE
"949","chr3",813454,814294,841,"*",7,1.19148698892227,0.387600972262515,4.65897435648949,0.0695687355565156,0.422110924666356,4274236,4274242,7,0.754672081827138,0.579078850497876,0.175593231329262,0.866666666666667,0.654761904761905,0.808510638297872,0.808219178082192,0.606741573033708,0.783132530120482,0.612244897959184,0.5,0.524390243902439,0.602739726027397,0.659340659340659,0.575757575757576,FALSE
"950","chr6",67064896,67066090,1195,"*",6,1.08686168553181,0.45140269987647,4.65748154001675,0.0697264566918335,0.422110924666356,9363006,9363011,6,0.866704026258573,0.699096126947001,0.167607899311572,0.939393939393939,0.866666666666667,0.938775510204082,0.807017543859649,0.830188679245283,0.818181818181818,0.704545454545455,0.537313432835821,0.75609756097561,0.739130434782609,0.615384615384615,0.842105263157895,FALSE
"951","chr14",101275245,101275875,631,"*",13,1.56762215230302,-0.328353497816321,-4.65703065737814,0.0697676013358294,0.422110924666356,19319763,19319775,13,0.755594428885796,0.868903430929639,-0.113309002043843,0.863636363636364,0.75,0.8,0.658119658119658,0.641666666666667,0.820143884892086,0.853448275862069,0.91304347826087,0.811881188118812,0.850393700787402,0.887218045112782,0.897435897435897,FALSE
"952","chr1",1529754,1529910,157,"*",15,1.78825316846676,-0.401114009173019,-4.65646354128665,0.0697950310984934,0.422110924666356,28523,28537,15,0.725535256966139,0.853643945410649,-0.12810868844451,0.833333333333333,0.714285714285714,0.703703703703704,0.719101123595506,0.548076923076923,0.834710743801653,0.806451612903226,0.902255639097744,0.774509803921569,0.876190476190476,0.946666666666667,0.815789473684211,FALSE
"953","chr20",40935112,40936890,1779,"*",17,2.39776420273894,0.28314602842935,4.65641994577801,0.0698087459798254,0.422110924666356,24425797,24425813,17,0.816973224941701,0.699169327184698,0.117803897757003,0.788321167883212,0.835443037974684,0.822784810126582,0.808743169398907,0.783132530120482,0.863414634146341,0.789808917197452,0.588516746411483,0.72992700729927,0.723926380368098,0.658291457286432,0.704545454545455,FALSE
"954","chr3",1410788,1411062,275,"*",5,0.613677229862062,0.473016440504054,4.65595240523351,0.0698636055051534,0.422110924666356,4278014,4278018,5,0.866055268947976,0.691244525274942,0.174810743673034,0.875,0.903225806451613,0.847826086956522,0.871794871794872,0.848484848484849,0.85,0.725,0.536585365853659,0.680851063829787,0.725,0.741935483870968,0.738095238095238,FALSE
"955","chr2",174397777,174398098,322,"*",15,1.97420679949774,-0.257708299801696,-4.65486215391349,0.0699938968778073,0.422315877521065,3651166,3651180,15,0.429731964319991,0.555462086262696,-0.125730121942705,0.441176470588235,0.361904761904762,0.382113821138211,0.421052631578947,0.480916030534351,0.491228070175439,0.487179487179487,0.545454545454545,0.611570247933884,0.543103448275862,0.577464788732394,0.568,FALSE
"956","chr6",65763599,65765086,1488,"*",6,0.849179747301402,0.414298187730426,4.65407611866035,0.0700556138438012,0.422315877521065,9356354,9356359,6,0.7457295823703,0.569690469266254,0.176039113104047,0.703125,0.775,0.91044776119403,0.795180722891566,0.524390243902439,0.766233766233766,0.63013698630137,0.538461538461538,0.477777777777778,0.586666666666667,0.523809523809524,0.661290322580645,FALSE
"957","chr2",116488566,116488848,283,"*",6,0.667860531706573,0.384380642631756,4.65381515187645,0.0701173308097952,0.422315877521065,3210090,3210095,6,0.914844612316073,0.807094222416782,0.107750389899292,0.91304347826087,0.9,0.925,0.943396226415094,0.938775510204082,0.868852459016393,0.807692307692308,0.796610169491525,0.852459016393443,0.794520547945205,0.76271186440678,0.828571428571429,FALSE
"958","chr1",206844363,206844674,312,"*",17,1.98682525902751,-0.327925259260024,-4.65181428868643,0.070268194504447,0.422589187540798,1776547,1776563,17,0.278528985335828,0.427030238755267,-0.148501253419439,0.279503105590062,0.444444444444444,0.2,0.277777777777778,0.19672131147541,0.272727272727273,0.395348837209302,0.427631578947368,0.330434782608696,0.5,0.517857142857143,0.390909090909091,FALSE
"959","chr9",98578459,98578655,197,"*",9,1.06865787864767,-0.350639100252827,-4.65134109261588,0.070309339148443,0.422589187540798,13491465,13491473,9,0.564396188187247,0.720252907286674,-0.155856719099427,0.571428571428571,0.540983606557377,0.616279069767442,0.555555555555556,0.614035087719298,0.488095238095238,0.68,0.774647887323944,0.670731707317073,0.757575757575758,0.794117647058823,0.644444444444444,FALSE
"960","chr1",149144616,149145130,515,"*",21,2.78653402081241,0.305991832680034,4.65079767884699,0.0704053433177669,0.422725415503759,1285556,1285576,21,0.412073208745227,0.307901361539057,0.104171847206171,0.414746543778802,0.236686390532544,0.367741935483871,0.447619047619048,0.635897435897436,0.369747899159664,0.45959595959596,0.355140186915888,0.283333333333333,0.364077669902913,0.11731843575419,0.267942583732057,FALSE
"961","chr7",55413176,55413316,141,"*",11,1.14509951297767,0.379791251742519,4.65010075969524,0.0705150623684229,0.422943620698844,10726153,10726163,11,0.651441841101799,0.483419319860015,0.168022521241784,0.632911392405063,0.617283950617284,0.614285714285714,0.714285714285714,0.699115044247788,0.630769230769231,0.492753623188406,0.525773195876289,0.370967741935484,0.454545454545455,0.493975903614458,0.5625,FALSE
"962","chr11",124041664,124042075,412,"*",28,4.12165754294713,-0.356419745317993,-4.6486400727086,0.0707276430290687,0.423777686506811,16449484,16449511,28,0.7212982516126,0.859677026560885,-0.138378774948285,0.707446808510638,0.797546012269939,0.668674698795181,0.586666666666667,0.844827586206897,0.722627737226277,0.697530864197531,0.891304347826087,0.893081761006289,0.924107142857143,0.911458333333333,0.840579710144927,FALSE
"963","chr21",25195011,25195858,848,"*",10,1.16561847314143,0.345350330345984,4.64627529186602,0.0709539385710465,0.424692109993263,24828426,24828435,10,0.726508155981265,0.582697451277408,0.143810704703856,0.842105263157895,0.7578125,0.730769230769231,0.747826086956522,0.592592592592593,0.687943262411348,0.584745762711864,0.532786885245902,0.579365079365079,0.629310344827586,0.5625,0.607476635514019,FALSE
"964","chr18",69305049,69305283,235,"*",5,0.684159019293969,0.474452668997811,4.64469824656098,0.0711870915536903,0.425111760697763,22913601,22913605,5,0.774638657987715,0.600094629337005,0.17454402865071,0.836363636363636,0.675,0.716981132075472,0.84,0.794871794871795,0.784615384615385,0.58,0.523809523809524,0.596774193548387,0.755555555555556,0.536585365853659,0.607843137254902,FALSE
"965","chr19",57172094,57172313,220,"*",15,1.77120260825314,-0.438690922185904,-4.64383531381987,0.0713105254856782,0.425111760697763,24012458,24012472,15,0.525096424637144,0.697251566790333,-0.172155142153189,0.538461538461538,0.554545454545455,0.683544303797468,0.486725663716814,0.211111111111111,0.676190476190476,0.703703703703704,0.7,0.630952380952381,0.614035087719298,0.841269841269841,0.693548387096774,FALSE
"966","chr20",54204552,54205626,1075,"*",10,1.37955380880342,0.350982927418627,4.64332947126659,0.0713653850110062,0.425111760697763,24588916,24588925,10,0.884771770977799,0.750713612347433,0.134058158630366,0.91,0.904411764705882,0.88659793814433,0.908396946564885,0.861386138613861,0.837837837837838,0.780701754385965,0.704225352112676,0.793103448275862,0.82051282051282,0.689320388349515,0.716417910447761,FALSE
"967","chr21",25889790,25890867,1078,"*",8,1.28152288729976,0.399156695096591,4.64326489214069,0.0713722424516722,0.425111760697763,24832836,24832843,8,0.727700814112389,0.527619607114492,0.200081206997897,0.813953488372093,0.758241758241758,0.761904761904762,0.67741935483871,0.669902912621359,0.684782608695652,0.565217391304348,0.446153846153846,0.588235294117647,0.56,0.52,0.486111111111111,FALSE
"968","chr20",41210616,41211613,998,"*",11,1.58846073196614,0.411416728629065,4.64303019850712,0.0713928147736702,0.425111760697763,24427884,24427894,11,0.816701686569515,0.661463498585246,0.155238187984268,0.840909090909091,0.894736842105263,0.829268292682927,0.797101449275362,0.760416666666667,0.777777777777778,0.828571428571429,0.5625,0.655172413793103,0.5,0.66304347826087,0.759493670886076,FALSE
"969","chr20",53882064,53882769,706,"*",6,0.641175589101717,0.414093822293865,4.6406425083013,0.0716945421629739,0.425496026352511,24586793,24586798,6,0.84063133269416,0.673446861615535,0.167184471078625,0.949152542372881,0.851851851851852,0.886363636363636,0.857142857142857,0.68,0.819277108433735,0.741935483870968,0.548780487804878,0.634146341463415,0.757575757575758,0.674698795180723,0.683544303797468,FALSE
"970","chr7",93251941,93252158,218,"*",6,0.654132961729736,-0.37469299535915,-4.63950704134915,0.0718042612136298,0.425496026352511,11025005,11025010,6,0.435012093123139,0.627907414525746,-0.192895321402607,0.476190476190476,0.395348837209302,0.393939393939394,0.517241379310345,0.287878787878788,0.539473684210526,0.584905660377358,0.573770491803279,0.739130434782609,0.661538461538462,0.604651162790698,0.603448275862069,FALSE
"971","chr11",39275645,39276252,608,"*",6,0.807530331085402,0.432677711980965,4.63852600531955,0.0718865505016218,0.425496026352511,15670124,15670129,6,0.906436562420544,0.756041979383399,0.150394583037145,0.94,0.907894736842105,0.92,0.826666666666667,0.96,0.884057971014493,0.72,0.66,0.733333333333333,0.82089552238806,0.836065573770492,0.765957446808511,FALSE
"972","chr1",28970301,28970549,249,"*",16,2.18091252548181,-0.368564663041825,-4.63836388188448,0.0719002653829538,0.425496026352511,470532,470547,16,0.57370870882484,0.712369185540368,-0.138660476715528,0.555555555555556,0.640522875816993,0.723577235772358,0.514285714285714,0.377358490566038,0.630952380952381,0.820224719101124,0.622047244094488,0.629310344827586,0.696551724137931,0.758333333333333,0.747747747747748,FALSE
"973","chr21",40708587,40708807,221,"*",10,1.0889836541271,-0.317544950224918,-4.6382847183786,0.0719002653829538,0.425496026352511,24979227,24979236,10,0.554920097242813,0.695743526159233,-0.14082342891642,0.583333333333333,0.641666666666667,0.549618320610687,0.442307692307692,0.523809523809524,0.588785046728972,0.712962962962963,0.75609756097561,0.808695652173913,0.63448275862069,0.622222222222222,0.64,FALSE
"974","chr19",54781081,54781166,86,"*",7,0.857112596993667,-0.46369460853198,-4.63821188224843,0.0719002653829538,0.425496026352511,23966068,23966074,7,0.571453439755327,0.774091696547542,-0.202638256792215,0.571428571428571,0.56,0.459459459459459,0.566037735849057,0.483333333333333,0.788461538461538,0.793103448275862,0.793103448275862,0.738461538461539,0.666666666666667,0.872727272727273,0.780487804878049,FALSE
"975","chr6",66874385,66874905,521,"*",6,0.674890758909645,0.37168642965342,4.63711787911594,0.0720374141962737,0.425827742367564,9361980,9361985,6,0.883598795840175,0.755623224170051,0.127975571670124,0.862068965517241,0.942857142857143,0.88,0.857142857142857,0.842857142857143,0.916666666666667,0.781818181818182,0.6875,0.779411764705882,0.714285714285714,0.78125,0.789473684210526,FALSE
"976","chr17",12125666,12125939,274,"*",5,0.575971571354648,-0.395867793509637,-4.63338941491584,0.0724968627208953,0.425827742367564,21470057,21470061,5,0.289912608411857,0.463208845992203,-0.173296237580346,0.323529411764706,0.333333333333333,0.355555555555556,0.348837209302326,0.163934426229508,0.214285714285714,0.341463414634146,0.352941176470588,0.484848484848485,0.6,0.5,0.5,FALSE
"977","chr21",24363123,24363713,591,"*",6,0.932424547929325,0.445730735820203,4.63297162864651,0.0725311499242253,0.425827742367564,24823016,24823021,6,0.682996894409938,0.487111661859646,0.195885232550292,0.763888888888889,0.542857142857143,0.793650793650794,0.722222222222222,0.608695652173913,0.666666666666667,0.519230769230769,0.453125,0.493506493506494,0.451612903225806,0.441558441558442,0.563636363636364,FALSE
"978","chr6",66912369,66913553,1185,"*",11,1.44744195238819,0.391671921457489,4.63268328487958,0.0725654371275553,0.425827742367564,9362182,9362192,11,0.780558378586647,0.674214595826463,0.106343782760185,0.866666666666667,0.773584905660377,0.827956989247312,0.756521739130435,0.723577235772358,0.735042735042735,0.66,0.663716814159292,0.680851063829787,0.636363636363636,0.677083333333333,0.727272727272727,FALSE
"979","chr2",50337350,50337486,137,"*",9,1.20324442971004,-0.417859676396583,-4.63180389112292,0.0726477264155472,0.425827742367564,2684481,2684489,9,0.349102939832193,0.499556992337165,-0.150454052504972,0.266666666666667,0.468085106382979,0.22972972972973,0.336842105263158,0.423728813559322,0.369565217391304,0.40625,0.547619047619048,0.55,0.410714285714286,0.482758620689655,0.6,FALSE
"980","chr21",24602895,24603131,237,"*",6,0.817527894768605,0.450525426211971,4.63155550116551,0.0726614412968792,0.425827742367564,24824453,24824458,6,0.807783657783658,0.640485133020344,0.167298524763314,0.854545454545454,0.701298701298701,0.912087912087912,0.818181818181818,0.824324324324324,0.736263736263736,0.722222222222222,0.546666666666667,0.690140845070423,0.633802816901408,0.605633802816901,0.644444444444444,FALSE
"981","chr2",164026246,164026629,384,"*",10,1.23826495774762,-0.343740448684312,-4.63130322337665,0.0726682987375452,0.425827742367564,3571705,3571714,10,0.425536917943003,0.59775854656794,-0.172221628624937,0.427184466019417,0.431192660550459,0.357142857142857,0.443478260869565,0.476190476190476,0.418032786885246,0.473118279569892,0.638888888888889,0.557894736842105,0.688073394495413,0.63953488372093,0.589041095890411,FALSE
"982","chr22",49025084,49025240,157,"*",9,1.1457958777259,-0.470439340530743,-4.631072919511,0.0726682987375452,0.425827742367564,25604696,25604704,9,0.682342552709179,0.865462943550915,-0.183120390841736,0.396551724137931,0.8,0.765957446808511,0.830188679245283,0.470588235294118,0.830769230769231,0.862068965517241,0.73134328358209,0.975609756097561,0.871794871794872,0.901960784313726,0.85,FALSE
"983","chr21",20469551,20470146,596,"*",5,0.650812269388569,0.463088856264948,4.63029993713953,0.0727711603475351,0.425827742367564,24798365,24798369,5,0.914069271590987,0.769680943817423,0.144388327773564,0.886792452830189,0.92,0.894736842105263,0.962962962962963,0.888888888888889,0.931034482758621,0.819672131147541,0.62,0.818181818181818,0.723404255319149,0.840909090909091,0.795918367346939,FALSE
"984","chr21",24293788,24294568,781,"*",5,0.739297532446159,0.467899685686863,4.62940917249192,0.072839734754195,0.425827742367564,24822639,24822643,5,0.785303164978245,0.61148218026314,0.173820984715105,0.694915254237288,0.775862068965517,0.822222222222222,0.734375,0.84,0.844444444444444,0.487179487179487,0.567567567567568,0.68,0.6875,0.509803921568627,0.736842105263158,FALSE
"985","chr21",24525467,24526605,1139,"*",9,1.2030413517113,0.313466452010804,4.62940203252826,0.072839734754195,0.425827742367564,24824047,24824055,9,0.796389635810819,0.6859130462979,0.110476589512919,0.775862068965517,0.785714285714286,0.829787234042553,0.808988764044944,0.822429906542056,0.755555555555556,0.736842105263158,0.627118644067797,0.663636363636364,0.676190476190476,0.698924731182796,0.712765957446808,FALSE
"986","chr2",207123354,207123980,627,"*",9,0.986218183969117,0.345381182687802,4.62901921244398,0.072915166601521,0.425827742367564,3888735,3888743,9,0.717762816560823,0.587260542304716,0.130502274256107,0.698412698412698,0.635416666666667,0.80327868852459,0.79,0.772727272727273,0.606741573033708,0.686046511627907,0.517647058823529,0.611940298507463,0.564102564102564,0.536231884057971,0.607594936708861,FALSE
"987","chr5",41534593,41535338,746,"*",5,0.633451094073112,-0.434567734137629,-4.6282281610087,0.0729837410081809,0.425827742367564,7651295,7651299,5,0.689369560699348,0.836938654660831,-0.147569093961483,0.615384615384615,0.78,0.680851063829787,0.564102564102564,0.692307692307692,0.803571428571429,0.8,0.96875,0.775510204081633,0.771428571428571,0.883720930232558,0.822222222222222,FALSE
"988","chr3",2119306,2120318,1013,"*",9,1.49439501867752,0.383407378989504,4.62815250722911,0.0729905984488469,0.425827742367564,4282397,4282405,9,0.749365985158576,0.577781165833205,0.171584819325371,0.8,0.867469879518072,0.767676767676768,0.831578947368421,0.45360824742268,0.775862068965517,0.602150537634409,0.653846153846154,0.577777777777778,0.529411764705882,0.555555555555556,0.547945205479452,FALSE
"989","chr2",155729919,155730103,185,"*",6,0.775853332117853,0.424104073399274,4.62733924746378,0.0730797451775048,0.425916735291343,3516132,3516137,6,0.843962872944334,0.70841776814834,0.135545104795993,0.76,0.836065573770492,0.901639344262295,0.850746268656716,0.771929824561403,0.943396226415094,0.654545454545455,0.677966101694915,0.723404255319149,0.666666666666667,0.835616438356164,0.692307692307692,FALSE
"990","chr17",81154112,81154784,673,"*",6,0.69597867668494,0.448984805679555,4.62631745494892,0.0732100365501587,0.426245101692035,22366119,22366124,6,0.825736384593924,0.71966966966967,0.106066714924254,0.869565217391304,0.787234042553192,0.9,0.833333333333333,0.742857142857143,0.821428571428571,0.675675675675676,0.7,0.75,0.766666666666667,0.675675675675676,0.75,FALSE
"991","chr20",54026072,54026566,495,"*",5,0.756160995523241,0.4639640103306,4.62503142704704,0.0733609002448106,0.426692461161542,24587665,24587669,5,0.828566040021586,0.643940945553849,0.184625094467737,0.883333333333333,0.866666666666667,0.855263157894737,0.87037037037037,0.745762711864407,0.75,0.709677419354839,0.596491228070175,0.492063492063492,0.657142857142857,0.671428571428571,0.736842105263158,FALSE
"992","chr18",68920060,68920635,576,"*",5,0.579179407787449,0.419887351443131,4.62292543088033,0.0736077681087864,0.427696749374037,22911123,22911127,5,0.850310492171639,0.701220903017814,0.149089589153825,0.819672131147541,0.875,0.896551724137931,0.934210526315789,0.696428571428571,0.88,0.746268656716418,0.611111111111111,0.615384615384615,0.645161290322581,0.793103448275862,0.796296296296296,FALSE
"993","chr3",869405,870438,1034,"*",6,0.856710896603972,0.439820713638712,4.62173772879761,0.0737174871594423,0.427750784711285,4274560,4274565,6,0.856732515537447,0.689400123618972,0.167332391918474,0.795180722891566,0.883116883116883,0.918367346938776,0.926470588235294,0.753623188405797,0.863636363636364,0.714285714285714,0.693548387096774,0.676470588235294,0.692307692307692,0.619047619047619,0.740740740740741,FALSE
"994","chr5",179297814,179297927,114,"*",5,0.578223605138174,-0.399674169940277,-4.62125256202562,0.0737654892441043,0.427750784711285,8712951,8712955,5,0.503364871142667,0.676400532032459,-0.173035660889792,0.520833333333333,0.484375,0.568181818181818,0.48780487804878,0.468085106382979,0.490909090909091,0.685185185185185,0.630434782608696,0.5625,0.661764705882353,0.777777777777778,0.740740740740741,FALSE
"995","chr4",45798212,45798560,349,"*",6,0.667255978665587,0.46729620901542,4.61996484274249,0.0739643550234182,0.428320508404592,6296989,6296994,6,0.864832229037696,0.710867237282809,0.153964991754888,0.955555555555556,0.869565217391304,0.904761904761905,0.791666666666667,0.761194029850746,0.90625,0.75,0.603174603174603,0.695652173913043,0.769230769230769,0.772727272727273,0.674418604651163,FALSE
"996","chr3",58056409,58056543,135,"*",5,0.537202120829787,0.465558334212223,4.61966908505732,0.0740123571080801,0.428320508404592,4800898,4800902,5,0.93787728611258,0.769197239910313,0.168680046202267,0.94,0.884615384615385,0.941176470588235,0.952380952380952,0.909090909090909,1,0.842105263157895,0.727272727272727,0.743589743589744,0.903225806451613,0.611111111111111,0.787878787878788,FALSE
"997","chr11",12290418,12290685,268,"*",10,1.20599487644425,-0.369767387226867,-4.61747472207527,0.0742866547347199,0.42947670801497,15473089,15473098,10,0.808591217558609,0.944238728918452,-0.135647511359843,0.8125,0.848484848484849,0.666666666666667,0.873015873015873,0.839285714285714,0.811594202898551,0.909090909090909,0.909090909090909,0.981481481481482,1,0.912280701754386,0.953488372093023,FALSE
"998","chr6",66696977,66697050,74,"*",5,0.646989722650967,0.370266615376688,4.6118270116206,0.0750341157673133,0.43292957285565,9360978,9360982,5,0.891210776877886,0.782671866005199,0.108538910872686,0.967741935483871,0.851063829787234,0.952380952380952,0.895522388059702,0.791666666666667,0.888888888888889,0.87037037037037,0.75,0.761904761904762,0.743243243243243,0.75,0.82051282051282,FALSE
"999","chr6",67253968,67254527,560,"*",6,0.881617744838942,0.418677728354053,4.61174349677094,0.0750341157673133,0.43292957285565,9364036,9364041,6,0.811016001518452,0.659956783430447,0.151059218088006,0.84375,0.814814814814815,0.872727272727273,0.843137254901961,0.625,0.866666666666667,0.745098039215686,0.492063492063492,0.628205128205128,0.661016949152542,0.695652173913043,0.737704918032787,FALSE
"1000","chr14",97543954,97544233,280,"*",5,0.544970451203993,0.423062015596329,4.60996945132388,0.0751575496993012,0.433208116466772,19271256,19271260,5,0.924982327574443,0.781465071296838,0.143517256277605,0.86,0.934782608695652,0.944444444444444,0.869565217391304,0.966101694915254,0.975,0.65,0.765957446808511,0.883720930232558,0.818181818181818,0.720930232558139,0.85,FALSE
"1001","chr11",37247709,37248690,982,"*",6,0.839403749915517,0.397672135763132,4.60865063050385,0.075383845241279,0.433725150263925,15659352,15659357,6,0.788023825203795,0.643843259738074,0.144180565465721,0.875,0.831325301204819,0.855421686746988,0.783783783783784,0.67948717948718,0.703125,0.568965517241379,0.569767441860465,0.62962962962963,0.787878787878788,0.681818181818182,0.625,FALSE
"1002","chr20",53755362,53757508,2147,"*",13,1.47381156680839,0.281129115468363,4.60848733854332,0.075411275003943,0.433725150263925,24586025,24586037,13,0.848482942702395,0.739516810224834,0.108966132477561,0.807407407407407,0.870748299319728,0.870503597122302,0.867132867132867,0.833333333333333,0.841772151898734,0.771186440677966,0.640522875816993,0.731707317073171,0.794326241134752,0.71969696969697,0.779661016949153,FALSE
"1003","chr20",54380813,54382219,1407,"*",12,1.29125046349739,0.311071063635395,4.60813526124593,0.075472991969937,0.433725150263925,24590194,24590205,12,0.805662627945299,0.677193747458592,0.128468880486707,0.836363636363636,0.814159292035398,0.814516129032258,0.790697674418605,0.772413793103448,0.805825242718447,0.708333333333333,0.629370629370629,0.634146341463415,0.678832116788321,0.719298245614035,0.693181818181818,FALSE
"1004","chr19",55669059,55669242,184,"*",10,1.18148442091458,-0.455192313247791,-4.60718821356794,0.0755964259019249,0.434001791731768,23982592,23982601,10,0.544382846685478,0.711303533119961,-0.166920686434483,0.598214285714286,0.576923076923077,0.4,0.662337662337662,0.385964912280702,0.642857142857143,0.797101449275362,0.792682926829268,0.738095238095238,0.53030303030303,0.759036144578313,0.650602409638554,FALSE
"1005","chr5",21073042,21073143,102,"*",6,0.76193818015656,0.476512097705168,4.60612179792738,0.0756992875119148,0.434159893749927,7506649,7506654,6,0.918601398601399,0.783754014214075,0.134847384387324,0.92,0.933333333333333,0.846153846153846,0.878787878787879,0.933333333333333,1,0.8,0.795454545454545,0.744186046511628,0.826086956521739,0.727272727272727,0.80952380952381,FALSE
"1006","chr5",20308275,20308417,143,"*",5,0.662609816136216,0.429669344485613,4.60344090407025,0.0759598702572226,0.43502467715057,7502252,7502256,5,0.892965988821967,0.755209332557542,0.137756656264425,0.984375,0.888888888888889,0.96875,0.892857142857143,0.695652173913043,0.927272727272727,0.851063829787234,0.775,0.731707317073171,0.681818181818182,0.7,0.791666666666667,FALSE
"1007","chr11",34786185,34786243,59,"*",6,0.707404811988912,0.557491571493115,4.60301699887523,0.0760010149012186,0.43502467715057,15640598,15640603,6,0.844904682034654,0.64817620650954,0.196728475525114,0.739130434782609,0.875,0.818181818181818,0.888888888888889,0.914893617021277,0.833333333333333,0.545454545454545,0.592592592592593,0.727272727272727,0.4,0.818181818181818,0.805555555555556,FALSE
"1008","chr10",132357547,132358052,506,"*",13,1.89252550983305,0.39027531958073,4.60161168844741,0.0761655934772024,0.435534207145431,15247605,15247617,13,0.792664305066085,0.637695407014031,0.154968898052054,0.864197530864197,0.8,0.921348314606742,0.801724137931034,0.491666666666667,0.877049180327869,0.80188679245283,0.376068376068376,0.697674418604651,0.646551724137931,0.658536585365854,0.645454545454546,FALSE
"1009","chr22",37777374,37777672,299,"*",5,0.558707665463538,-0.455161868504771,-4.60108195630759,0.0762478827651944,0.435572642476294,25397598,25397602,5,0.676358537788558,0.826903449646282,-0.150544911857724,0.68,0.636363636363636,0.586206896551724,0.823529411764706,0.615384615384615,0.716666666666667,0.9,0.871794871794872,0.763157894736842,0.703703703703704,0.75609756097561,0.966666666666667,FALSE
"1010","chr21",43349508,43349899,392,"*",6,0.663485293873612,0.377213764478179,4.60032863744957,0.0763713166971823,0.435845811329266,25010266,25010271,6,0.888090750811573,0.765036494966442,0.123054255845131,0.903846153846154,0.869565217391304,0.791044776119403,0.879310344827586,0.954545454545455,0.930232558139535,0.784313725490196,0.704545454545455,0.8,0.756756756756757,0.728813559322034,0.815789473684211,FALSE
"1011","chr21",23986452,23987199,748,"*",6,0.864512421936201,0.400899684034142,4.59770598898637,0.076673044086486,0.437134941755198,24820820,24820825,6,0.762982122455856,0.583139852232656,0.1798422702232,0.741935483870968,0.689189189189189,0.80327868852459,0.847457627118644,0.746031746031746,0.75,0.671428571428571,0.554054054054054,0.65,0.542372881355932,0.540983606557377,0.54,FALSE
"1012","chr8",4275106,4275966,861,"*",5,0.680277907061672,0.429819469092713,4.59460215164591,0.0770227735604518,0.438691072033989,11719767,11719771,5,0.735852876847997,0.531224541238153,0.204628335609844,0.833333333333333,0.666666666666667,0.859375,0.697368421052632,0.616438356164384,0.741935483870968,0.448275862068966,0.539473684210526,0.541666666666667,0.5,0.637931034482759,0.52,FALSE
"1013","chr6",45145657,45146297,641,"*",5,0.619355176451957,0.502758118698639,4.59397397831054,0.0770982054077777,0.438691072033989,9244580,9244584,5,0.737242189312082,0.540928978428978,0.196313210883103,0.642857142857143,0.791666666666667,0.84,0.730769230769231,0.67741935483871,0.740740740740741,0.6875,0.541666666666667,0.571428571428571,0.576923076923077,0.555555555555556,0.3125,FALSE
"1014","chr6",121046156,121046389,234,"*",7,0.869940440908823,-0.424677773963686,-4.59083800432186,0.0775096518477374,0.439642592348069,9724219,9724225,7,0.664109374074266,0.826097536305893,-0.161988162231627,0.548387096774194,0.590163934426229,0.696969696969697,0.725490196078431,0.637931034482759,0.785714285714286,0.76,0.882352941176471,0.926829268292683,0.826086956521739,0.796610169491525,0.764705882352941,FALSE
"1015","chr7",81720566,81721199,634,"*",5,0.543704381630726,0.399009882766669,4.59045939379367,0.0775439390510674,0.439642592348069,10955061,10955065,5,0.926381659276396,0.804139941478094,0.122241717798302,0.947368421052632,0.947368421052632,0.923076923076923,0.952380952380952,0.871428571428571,0.916666666666667,0.727272727272727,0.746478873239437,0.836363636363636,0.849056603773585,0.821917808219178,0.84375,FALSE
"1016","chr20",61506867,61507227,361,"*",20,3.37985522770842,-0.498804284940774,-4.59025373688791,0.0775713688137313,0.439642592348069,24701539,24701558,20,0.522833760591475,0.709322498374891,-0.186488737783416,0.76984126984127,0.557377049180328,0.577777777777778,0.610062893081761,0.0909090909090909,0.531034482758621,0.8,0.625,0.616216216216216,0.735849056603774,0.790697674418605,0.688172043010753,FALSE
